id,keywords
338952,[]
424694,"[{'id': 212, 'name': 'london england'}, {'id': 1228, 'name': '1970s'}, {'id': 4048, 'name': 'musician'}, {'id': 5565, 'name': 'biography'}, {'id': 6027, 'name': 'music'}, {'id': 9672, 'name': 'based on a true story'}, {'id': 10229, 'name': 'singer'}, {'id': 10232, 'name': 'fame'}, {'id': 18001, 'name': 'rock band'}, {'id': 41591, 'name': 'music band'}, {'id': 185722, 'name': 'based on true events'}, {'id': 208289, 'name': '1980s'}]"
360920,"[{'id': 10744, 'name': 'dr. seuss'}, {'id': 207317, 'name': 'christmas'}]"
438799,"[{'id': 1956, 'name': 'world war ii'}, {'id': 6091, 'name': 'war'}, {'id': 6152, 'name': 'supernatural'}, {'id': 9156, 'name': 'd-day'}, {'id': 9950, 'name': 'thriller'}, {'id': 14638, 'name': 'american'}, {'id': 194402, 'name': 'paratrooper'}, {'id': 234161, 'name': 'american g.i.'}]"
446807,[]
424139,"[{'id': 3335, 'name': 'halloween'}, {'id': 4728, 'name': 'knife'}, {'id': 9663, 'name': 'sequel'}, {'id': 10059, 'name': 'boogeyman'}, {'id': 11040, 'name': 'masked killer'}, {'id': 241498, 'name': 'warren county'}, {'id': 241499, 'name': 'haddonfield'}]"
399402,"[{'id': 339, 'name': 'submarine'}]"
544431,"[{'id': 10714, 'name': 'serial killer'}, {'id': 12565, 'name': 'psychological thriller'}, {'id': 240119, 'name': 'father son relationship'}]"
369972,"[{'id': 305, 'name': 'moon'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1432, 'name': 'nasa'}, {'id': 1523, 'name': 'obsession'}, {'id': 2858, 'name': 'sacrifice'}, {'id': 3801, 'name': 'space travel'}, {'id': 4040, 'name': 'space mission'}, {'id': 4183, 'name': 'wife'}, {'id': 5565, 'name': 'biography'}, {'id': 5721, 'name': 'engineer'}, {'id': 9682, 'name': 'history'}, {'id': 10163, 'name': 'cancer'}, {'id': 14626, 'name': 'astronaut'}, {'id': 159289, 'name': 'historical event'}, {'id': 164881, 'name': 'death of daughter'}, {'id': 174491, 'name': 'compromise'}, {'id': 185722, 'name': 'based on true events'}, {'id': 190444, 'name': 'test pilot'}, {'id': 208992, 'name': '1960s'}, {'id': 223798, 'name': 'cockpit'}, {'id': 226233, 'name': 'apollo program'}, {'id': 235405, 'name': 'true story'}, {'id': 236537, 'name': 'first moon landing'}, {'id': 242965, 'name': 'neil armstrong'}]"
491418,"[{'id': 2393, 'name': 'adoption'}]"
470044,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 246466, 'name': 'based on young adult novel'}]"
426543,"[{'id': 3205, 'name': 'fairy tale'}]"
451925,"[{'id': 4379, 'name': 'time travel'}, {'id': 14602, 'name': 'break-up'}]"
404368,[]
463272,"[{'id': 470, 'name': 'spy'}, {'id': 9253, 'name': 'slapstick'}, {'id': 9663, 'name': 'sequel'}, {'id': 9755, 'name': 'parody'}, {'id': 245021, 'name': 'action'}, {'id': 248206, 'name': 'comedy'}, {'id': 248273, 'name': 'агент'}, {'id': 248274, 'name': 'джонни'}, {'id': 248275, 'name': 'инглиш'}]"
480530,[]
401469,"[{'id': 515, 'name': 'women'}, {'id': 520, 'name': 'chicago'}, {'id': 10051, 'name': 'heist'}, {'id': 10988, 'name': 'based on tv series'}]"
475132,"[{'id': 5299, 'name': 'war correspondent'}, {'id': 5565, 'name': 'biography'}]"
490132,[]
525460,"[{'id': 131, 'name': 'italy'}, {'id': 6876, 'name': 'vacation'}, {'id': 9826, 'name': 'murder'}, {'id': 11510, 'name': 'unfaithfulness'}, {'id': 18420, 'name': 'surveillance'}]"
442062,"[{'id': 3335, 'name': 'halloween'}, {'id': 9663, 'name': 'sequel'}]"
537996,"[{'id': 549, 'name': 'prostitute'}, {'id': 1321, 'name': 'gold'}, {'id': 1508, 'name': 'new mexico'}, {'id': 1582, 'name': 'saloon'}, {'id': 1897, 'name': 'oregon'}, {'id': 2673, 'name': 'horse'}, {'id': 4344, 'name': 'musical'}, {'id': 9706, 'name': 'anthology'}, {'id': 9755, 'name': 'parody'}, {'id': 12990, 'name': 'singing'}, {'id': 15363, 'name': 'bank robbery'}, {'id': 33407, 'name': 'hanging'}, {'id': 33600, 'name': 'stagecoach'}, {'id': 155291, 'name': 'cowboy'}, {'id': 160522, 'name': 'wagon train'}, {'id': 162757, 'name': 'singing cowboy'}, {'id': 192945, 'name': 'american west'}, {'id': 246968, 'name': 'the old west'}, {'id': 249077, 'name': 'american indian'}]"
446021,[]
375262,"[{'id': 2011, 'name': 'queen'}, {'id': 5565, 'name': 'biography'}, {'id': 9823, 'name': 'rivalry'}, {'id': 160279, 'name': '18th century'}, {'id': 220649, 'name': 'british monarchy'}]"
554152,[]
375588,[]
361292,"[{'id': 6152, 'name': 'supernatural'}, {'id': 9714, 'name': 'remake'}, {'id': 10551, 'name': 'ballet'}, {'id': 165244, 'name': 'ballet school'}]"
457243,[]
422619,[]
548754,"[{'id': 703, 'name': 'detective'}, {'id': 9826, 'name': 'murder'}]"
488740,[]
448447,"[{'id': 14534, 'name': 'relationship'}, {'id': 33494, 'name': 'couple'}]"
560439,[]
557658,[]
412771,[]
476299,"[{'id': 3298, 'name': 'hallucination'}, {'id': 6255, 'name': 'insanity'}, {'id': 13006, 'name': 'torture'}, {'id': 170351, 'name': 'reality vs fantasy'}]"
299782,"[{'id': 1228, 'name': '1970s'}, {'id': 4610, 'name': 'comeback'}, {'id': 8201, 'name': 'satire'}, {'id': 9732, 'name': 'film in film'}, {'id': 9755, 'name': 'parody'}, {'id': 10183, 'name': 'independent film'}, {'id': 11800, 'name': 'mockumentary'}, {'id': 12396, 'name': 'hollywood'}, {'id': 14530, 'name': 'director'}, {'id': 33490, 'name': 'filmmaking'}, {'id': 34079, 'name': 'death'}]"
491472,[]
472451,"[{'id': 237, 'name': 'gay'}, {'id': 9672, 'name': 'based on a true story'}, {'id': 10683, 'name': 'coming of age'}, {'id': 11001, 'name': 'religion'}, {'id': 14641, 'name': 'based on memoir or autobiography'}, {'id': 163037, 'name': 'lgbt teen'}, {'id': 185722, 'name': 'based on true events'}, {'id': 238832, 'name': 'conversion therapy'}]"
514619,[]
554205,[]
547454,"[{'id': 2231, 'name': 'drug dealer'}, {'id': 5950, 'name': 'christian'}, {'id': 6150, 'name': 'faith'}, {'id': 6157, 'name': 'prayer'}, {'id': 12670, 'name': 'los angeles'}, {'id': 249082, 'name': 'incarcerated'}]"
476764,[]
486947,[]
451915,"[{'id': 582, 'name': 'san francisco'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1803, 'name': 'drug addiction'}, {'id': 5565, 'name': 'biography'}, {'id': 9672, 'name': 'based on a true story'}, {'id': 10649, 'name': 'drug rehabilitation'}, {'id': 11341, 'name': 'methamphetamine'}, {'id': 14641, 'name': 'based on memoir or autobiography'}, {'id': 240119, 'name': 'father son relationship'}]"
437586,"[{'id': 390, 'name': 'skateboarding'}, {'id': 10683, 'name': 'coming of age'}, {'id': 12670, 'name': 'los angeles'}, {'id': 13130, 'name': 'teenager'}, {'id': 211510, 'name': 'skate punk'}]"
484355,"[{'id': 10229, 'name': 'singer'}, {'id': 14512, 'name': 'new york city'}, {'id': 188343, 'name': 'diagnosis'}]"
491584,"[{'id': 172695, 'name': 'burning'}]"
220882,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9807, 'name': 'noir'}, {'id': 155532, 'name': 'fatal attraction'}, {'id': 210389, 'name': 'love puzzle'}]"
526034,"[{'id': 1862, 'name': 'coming out'}, {'id': 2316, 'name': ""women's sexual identity""}, {'id': 2669, 'name': 'motel'}, {'id': 4543, 'name': 'thanksgiving'}, {'id': 9833, 'name': 'lesbian relationship'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10201, 'name': 'death of father'}, {'id': 158718, 'name': 'lgbt'}, {'id': 187056, 'name': 'woman director'}, {'id': 226766, 'name': 'roommate issues'}]"
466411,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 6075, 'name': 'sport'}, {'id': 9672, 'name': 'based on a true story'}]"
283601,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 2215, 'name': 'hurricane'}, {'id': 2669, 'name': 'motel'}, {'id': 2708, 'name': 'hitman'}, {'id': 41600, 'name': 'laundry'}]"
458969,"[{'id': 6158, 'name': 'cult'}, {'id': 8508, 'name': 'party'}, {'id': 10714, 'name': 'serial killer'}, {'id': 227556, 'name': 'social elite'}]"
401847,"[{'id': 187056, 'name': 'woman director'}]"
538238,[]
542202,[]
505192,"[{'id': 12279, 'name': 'family drama'}, {'id': 13014, 'name': 'orphan'}, {'id': 155419, 'name': 'shoplifting'}]"
531820,[]
534530,[]
507525,[]
497864,"[{'id': 187056, 'name': 'woman director'}]"
557544,[]
507505,"[{'id': 242411, 'name': 'carlos robledo puch'}]"
502124,"[{'id': 900, 'name': 'trailer park'}, {'id': 6733, 'name': 'bullying'}, {'id': 10061, 'name': 'dysfunctional marriage'}, {'id': 10683, 'name': 'coming of age'}, {'id': 159431, 'name': 'voice over'}, {'id': 187056, 'name': 'woman director'}, {'id': 212820, 'name': ""soldier's wife""}, {'id': 240315, 'name': 'mother daughter relationship'}, {'id': 249081, 'name': 'pain medication'}]"
516082,"[{'id': 8158, 'name': 'rafting'}, {'id': 10787, 'name': 'jungle'}, {'id': 12377, 'name': 'zombie'}, {'id': 13005, 'name': 'doctor'}, {'id': 44451, 'name': 'lost'}, {'id': 209173, 'name': 'abandoned'}, {'id': 234250, 'name': 'creatures'}, {'id': 239390, 'name': 'human experiment'}, {'id': 243363, 'name': 'directorial debut'}]"
543749,[]
451919,"[{'id': 5903, 'name': ""alzheimer's disease""}, {'id': 10794, 'name': 'snow'}, {'id': 156783, 'name': 'blizzard'}, {'id': 187056, 'name': 'woman director'}, {'id': 240315, 'name': 'mother daughter relationship'}]"
500869,"[{'id': 209817, 'name': 'political thriller'}]"
520596,[]
431491,[]
549671,[]
542781,[]
543705,[]
521026,[]
550172,"[{'id': 6027, 'name': 'music'}, {'id': 6506, 'name': 'resurrection'}]"
489327,"[{'id': 243959, 'name': 'brother brother relationship'}]"
502145,"[{'id': 6027, 'name': 'music'}, {'id': 208781, 'name': 'intimacy'}, {'id': 248671, 'name': 'sex and love addiction'}]"
537751,"[{'id': 186152, 'name': 'pro-life'}]"
502791,"[{'id': 1228, 'name': '1970s'}, {'id': 1890, 'name': 'camping'}, {'id': 3291, 'name': 'kentucky'}, {'id': 3593, 'name': 'wilderness'}, {'id': 178883, 'name': 'autumn'}, {'id': 189108, 'name': 'buried treasure'}, {'id': 225984, 'name': 'bachelor party'}]"
417812,"[{'id': 680, 'name': 'montana'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1326, 'name': 'infidelity'}, {'id': 18068, 'name': 'teenage boy'}, {'id': 208992, 'name': '1960s'}]"
530180,"[{'id': 171411, 'name': 'teen suicide'}]"
481370,[]
537943,"[{'id': 9663, 'name': 'sequel'}, {'id': 12339, 'name': 'slasher'}]"
551634,[]
448557,"[{'id': 9673, 'name': 'love'}, {'id': 40895, 'name': 'illness'}]"
535994,[]
488143,[]
502141,"[{'id': 155503, 'name': 'bookie'}]"
542994,[]
446695,[]
514407,[]
517839,[]
479424,[]
559398,[]
522772,[]
557663,[]
435417,[]
412059,"[{'id': 5890, 'name': 'community'}, {'id': 232556, 'name': 'mobile home'}, {'id': 240237, 'name': 'mother son relationship'}]"
562395,[]
554755,[]
482150,"[{'id': 233, 'name': 'japan'}, {'id': 1673, 'name': 'brass band'}, {'id': 5248, 'name': 'female friendship'}, {'id': 18005, 'name': 'high school friends'}, {'id': 210024, 'name': 'anime'}]"
554668,[]
546565,[]
484428,"[{'id': 5565, 'name': 'biography'}]"
553045,[]
549672,[]
497265,"[{'id': 208281, 'name': 'elm street'}]"
558645,[]
465871,[]
522326,"[{'id': 1480, 'name': 'baseball'}, {'id': 6075, 'name': 'sport'}, {'id': 9322, 'name': 'taiwan'}, {'id': 12428, 'name': 'taiwanese'}, {'id': 14988, 'name': 'east asian lead'}, {'id': 156099, 'name': 'new york yankees'}, {'id': 247215, 'name': 'comeback player'}]"
444288,"[{'id': 158718, 'name': 'lgbt'}, {'id': 159141, 'name': 'sperm donor'}, {'id': 168386, 'name': 'child wish'}]"
533925,[]
543704,[]
559395,[]
506072,"[{'id': 10349, 'name': 'survival'}, {'id': 13000, 'name': 'based on short film'}, {'id': 240303, 'name': 'father daughter relationship'}]"
543703,[]
551163,[]
549321,"[{'id': 6563, 'name': 'wine'}, {'id': 220204, 'name': 'winery'}, {'id': 242047, 'name': 'wine tasting'}]"
502137,"[{'id': 8224, 'name': 'cannabis'}, {'id': 10163, 'name': 'cancer'}, {'id': 160929, 'name': 'treatment'}, {'id': 172656, 'name': 'child cancer'}, {'id': 187056, 'name': 'woman director'}]"
522866,[]
461844,[]
562618,[]
